actorid,address,amount,city,country,lastupdateactor,replacementcost,lastnameactor,customerid,inventoryid,length,rentduration,custompayment,districtaddess,lastnamecustom,countrycustomer
,,6.99,,,,,,,1826,,,237,,,
,,3.99,,,,,,,1827,,,237,,,
,,5.99,,,,,,,1827,,,237,,,
,,4.99,,,,,,,1827,,,237,,,
,,1.99,,,,,,,1827,,,237,,,
,,0.99,,,,,,,1827,,,237,,,
,,2.99,,,,,,,1828,,,237,,,
,,4.99,,,,,,,1828,,,237,,,
,,11.99,,,,,,,1828,,,237,,,
,,5.99,,,,,,,1828,,,237,,,
,,0.99,,,,,,,1828,,,237,,,
,,6.99,,,,,,,1829,,,237,,,
,,6.99,,,,,,,1829,,,237,,,
,,6.99,,,,,,,1829,,,237,,,
,,3.99,,,,,,,1829,,,237,,,
,,8.99,,,,,,,1829,,,237,,,
,,0.99,,,,,,,1830,,,237,,,
,,1.99,,,,,,,1830,,,237,,,
,,4.99,,,,,,,1830,,,238,,,
,,2.99,,,,,,,1830,,,238,,,
,,2.99,,,,,,,1831,,,238,,,
,,4.99,,,,,,,1831,,,238,,,
,,2.99,,,,,,,1832,,,238,,,
,,0.99,,,,,,,1832,,,238,,,
,,5.99,,,,,,,1833,,,238,,,
,,0.99,,,,,,,1833,,,238,,,
,,4.99,,,,,,,1833,,,238,,,
,,8.99,,,,,,,1833,,,238,,,
,,6.99,,,,,,,1833,,,238,,,
,,0.99,,,,,,,1834,,,238,,,
,,4.99,,,,,,,1834,,,238,,,
,,7.99,,,,,,,1834,,,238,,,
,,5.99,,,,,,,1834,,,238,,,
,,5.99,,,,,,,1835,,,238,,,
,,2.99,,,,,,,1835,,,238,,,
,,2.99,,,,,,,1835,,,238,,,
,,4.99,,,,,,,1835,,,238,,,
,,8.99,,,,,,,1836,,,238,,,
,,0.99,,,,,,,1836,,,238,,,
,,4.99,,,,,,,1836,,,239,,,
,,2.99,,,,,,,1836,,,239,,,
,,4.99,,,,,,,1837,,,239,,,
,,6.99,,,,,,,1837,,,239,,,
,,7.99,,,,,,,1837,,,239,,,
,,5.99,,,,,,,1838,,,239,,,
,,4.99,,,,,,,1838,,,239,,,
,,4.99,,,,,,,1838,,,239,,,
,,2.99,,,,,,,1839,,,239,,,
,,4.99,,,,,,,1839,,,239,,,
,,5.99,,,,,,,1840,,,239,,,
,,0.99,,,,,,,1840,,,239,,,
,,5.99,,,,,,,1841,,,239,,,
,,7.99,,,,,,,1841,,,239,,,
,,4.99,,,,,,,1841,,,239,,,
,,0.99,,,,,,,1842,,,239,,,
,,0.99,,,,,,,1842,,,239,,,
,,8.99,,,,,,,1842,,,239,,,
,,0.99,,,,,,,1842,,,239,,,
,,2.99,,,,,,,1842,,,239,,,
,,6.99,,,,,,,1843,,,239,,,
,,0.99,,,,,,,1843,,,239,,,
,,5.99,,,,,,,1843,,,239,,,
,,0.99,,,,,,,1843,,,239,,,
,,2.99,,,,,,,1844,,,239,,,
,,2.99,,,,,,,1844,,,239,,,
,,4.99,,,,,,,1845,,,239,,,
,,0.99,,,,,,,1845,,,239,,,
,,4.99,,,,,,,1845,,,239,,,
,,1.99,,,,,,,1845,,,239,,,
,,4.99,,,,,,,1846,,,239,,,
,,4.99,,,,,,,1846,,,239,,,
,,3.99,,,,,,,1846,,,239,,,
,,1.99,,,,,,,1847,,,239,,,
,,2.99,,,,,,,1847,,,240,,,
,,2.99,,,,,,,1847,,,240,,,
,,4.99,,,,,,,1848,,,240,,,
,,3.99,,,,,,,1848,,,240,,,
,,4.99,,,,,,,1848,,,240,,,
,,5.99,,,,,,,1848,,,240,,,
,,4.99,,,,,,,1849,,,240,,,
,,4.99,,,,,,,1849,,,240,,,
,,0.99,,,,,,,1849,,,240,,,
,,0.99,,,,,,,1850,,,240,,,
,,0.99,,,,,,,1850,,,240,,,
,,4.99,,,,,,,1850,,,240,,,
,,4.99,,,,,,,1850,,,240,,,
,,8.99,,,,,,,1850,,,240,,,
,,4.99,,,,,,,1851,,,240,,,
,,4.99,,,,,,,1851,,,240,,,
,,3.99,,,,,,,1851,,,240,,,
,,5.99,,,,,,,1851,,,240,,,
,,7.99,,,,,,,1852,,,240,,,
,,3.99,,,,,,,1852,,,240,,,
,,6.99,,,,,,,1852,,,240,,,
,,2.99,,,,,,,1852,,,240,,,
,,4.99,,,,,,,1853,,,240,,,
,,8.99,,,,,,,1853,,,240,,,
,,2.99,,,,,,,1853,,,240,,,
,,0.99,,,,,,,1853,,,240,,,
,,7.99,,,,,,,1853,,,241,,,
,,3.99,,,,,,,1854,,,241,,,
,,0.99,,,,,,,1854,,,241,,,
,,0.99,,,,,,,1855,,,241,,,
,,5.99,,,,,,,1855,,,241,,,
,,2.99,,,,,,,1855,,,241,,,
,,0.99,,,,,,,1856,,,241,,,
,,0.99,,,,,,,1856,,,241,,,
,,0.99,,,,,,,1856,,,241,,,
,,2.99,,,,,,,1856,,,241,,,
,,0.99,,,,,,,1857,,,241,,,
,,4.99,,,,,,,1857,,,241,,,
,,3.99,,,,,,,1857,,,241,,,
,,4.99,,,,,,,1858,,,241,,,
,,6.99,,,,,,,1858,,,241,,,
,,2.99,,,,,,,1858,,,241,,,
,,0.99,,,,,,,1859,,,241,,,
,,2.99,,,,,,,1859,,,241,,,
,,2.99,,,,,,,1859,,,241,,,
,,6.99,,,,,,,1859,,,241,,,
,,3.99,,,,,,,1859,,,241,,,
,,5.99,,,,,,,1860,,,241,,,
,,3.99,,,,,,,1860,,,241,,,
,,2.99,,,,,,,1861,,,241,,,
,,1.99,,,,,,,1861,,,241,,,
,,4.99,,,,,,,1862,,,241,,,
,,4.99,,,,,,,1862,,,241,,,
,,2.99,,,,,,,1862,,,241,,,
,,7.99,,,,,,,1862,,,241,,,
,,2.99,,,,,,,1862,,,241,,,
,,0.99,,,,,,,1863,,,241,,,
,,2.99,,,,,,,1863,,,241,,,
,,2.99,,,,,,,1863,,,241,,,
,,4.99,,,,,,,1863,,,241,,,
,,2.99,,,,,,,1864,,,242,,,
,,3.99,,,,,,,1864,,,242,,,
,,4.99,,,,,,,1864,,,242,,,
,,4.99,,,,,,,1864,,,242,,,
,,4.99,,,,,,,1865,,,242,,,
,,4.99,,,,,,,1865,,,242,,,
,,4.99,,,,,,,1866,,,242,,,
,,4.99,,,,,,,1866,,,242,,,
,,4.99,,,,,,,1866,,,242,,,
,,4.99,,,,,,,1866,,,242,,,
,,0.99,,,,,,,1866,,,242,,,
,,4.99,,,,,,,1867,,,242,,,
,,1.99,,,,,,,1867,,,242,,,
,,5.99,,,,,,,1868,,,242,,,
,,3.99,,,,,,,1868,,,242,,,
,,4.99,,,,,,,1868,,,242,,,
,,3.99,,,,,,,1869,,,242,,,
,,6.99,,,,,,,1869,,,242,,,
,,0.99,,,,,,,1869,,,242,,,
,,4.99,,,,,,,1870,,,242,,,
,,9.99,,,,,,,1870,,,242,,,
,,0.99,,,,,,,1870,,,242,,,
,,4.99,,,,,,,1870,,,242,,,
,,0.99,,,,,,,1871,,,242,,,
,,4.99,,,,,,,1871,,,242,,,
,,7.99,,,,,,,1871,,,242,,,
,,4.99,,,,,,,1872,,,242,,,
,,9.99,,,,,,,1872,,,242,,,
,,0.99,,,,,,,1872,,,242,,,
,,5.99,,,,,,,1872,,,242,,,
,,0.99,,,,,,,1872,,,242,,,
,,0.99,,,,,,,1873,,,242,,,
,,4.99,,,,,,,1873,,,243,,,
,,5.99,,,,,,,1874,,,243,,,
,,0.99,,,,,,,1874,,,243,,,
,,5.99,,,,,,,1875,,,243,,,
,,5.99,,,,,,,1875,,,243,,,
,,4.99,,,,,,,1876,,,243,,,
,,0.99,,,,,,,1876,,,243,,,
,,0.99,,,,,,,1877,,,243,,,
,,3.99,,,,,,,1877,,,243,,,
,,2.99,,,,,,,1877,,,243,,,
,,2.99,,,,,,,1877,,,243,,,
,,0.99,,,,,,,1878,,,243,,,
,,4.99,,,,,,,1878,,,243,,,
,,2.99,,,,,,,1878,,,243,,,
,,4.99,,,,,,,1879,,,243,,,
,,2.99,,,,,,,1879,,,243,,,
,,5.99,,,,,,,1879,,,243,,,
,,2.99,,,,,,,1880,,,243,,,
,,2.99,,,,,,,1880,,,243,,,
,,2.99,,,,,,,1880,,,243,,,
,,0.99,,,,,,,1880,,,243,,,
,,3.99,,,,,,,1881,,,243,,,
,,1.99,,,,,,,1881,,,243,,,
,,2.99,,,,,,,1881,,,243,,,
,,4.99,,,,,,,1881,,,244,,,
,,1.99,,,,,,,1882,,,244,,,
,,6.99,,,,,,,1882,,,244,,,
,,5.99,,,,,,,1883,,,244,,,
,,3.99,,,,,,,1883,,,244,,,
,,4.99,,,,,,,1884,,,244,,,
,,4.99,,,,,,,1884,,,244,,,
,,0.99,,,,,,,1884,,,244,,,
,,0.99,,,,,,,1884,,,244,,,
,,4.99,,,,,,,1884,,,244,,,
,,3.99,,,,,,,1885,,,244,,,
,,4.99,,,,,,,1885,,,244,,,
,,2.99,,,,,,,1885,,,244,,,
,,2.99,,,,,,,1885,,,244,,,
,,0.99,,,,,,,1885,,,244,,,
,,5.99,,,,,,,1886,,,244,,,
,,4.99,,,,,,,1886,,,244,,,
,,4.99,,,,,,,1886,,,244,,,
,,5.99,,,,,,,1886,,,244,,,
,,6.99,,,,,,,1886,,,244,,,
,,2.99,,,,,,,1887,,,244,,,
,,0.99,,,,,,,1887,,,244,,,
,,9.99,,,,,,,1888,,,244,,,
,,9.99,,,,,,,1888,,,244,,,
,,4.99,,,,,,,1888,,,244,,,
,,0.99,,,,,,,1889,,,244,,,
,,0.99,,,,,,,1889,,,244,,,
,,0.99,,,,,,,1890,,,244,,,
,,0.99,,,,,,,1890,,,244,,,
,,1.99,,,,,,,1890,,,244,,,
,,3.99,,,,,,,1890,,,244,,,
,,4.99,,,,,,,1890,,,244,,,
,,4.99,,,,,,,1891,,,245,,,
,,0.99,,,,,,,1891,,,245,,,
,,7.99,,,,,,,1892,,,245,,,
,,2.99,,,,,,,1892,,,245,,,
,,2.99,,,,,,,1893,,,245,,,
,,8.99,,,,,,,1893,,,245,,,
,,2.99,,,,,,,1893,,,245,,,
,,2.99,,,,,,,1893,,,245,,,
,,2.99,,,,,,,1894,,,245,,,
,,2.99,,,,,,,1894,,,245,,,
,,2.99,,,,,,,1895,,,245,,,
,,4.99,,,,,,,1895,,,245,,,
,,2.99,,,,,,,1895,,,245,,,
,,5.99,,,,,,,1896,,,245,,,
,,0.99,,,,,,,1896,,,245,,,
,,4.99,,,,,,,1896,,,245,,,
,,5.99,,,,,,,1896,,,245,,,
,,0.99,,,,,,,1896,,,245,,,
,,4.99,,,,,,,1897,,,245,,,
,,6.99,,,,,,,1897,,,245,,,
,,10.99,,,,,,,1897,,,245,,,
,,0.99,,,,,,,1897,,,245,,,
,,4.99,,,,,,,1897,,,245,,,
,,6.99,,,,,,,1898,,,245,,,
,,3.99,,,,,,,1898,,,245,,,
,,0.99,,,,,,,1899,,,245,,,
,,0.99,,,,,,,1899,,,245,,,
,,0.99,,,,,,,1899,,,245,,,
,,7.99,,,,,,,1899,,,245,,,
,,0.99,,,,,,,1899,,,245,,,
,,6.99,,,,,,,1900,,,245,,,
,,2.99,,,,,,,1900,,,245,,,
,,6.99,,,,,,,1901,,,246,,,
,,8.99,,,,,,,1901,,,246,,,
,,5.99,,,,,,,1901,,,246,,,
,,3.99,,,,,,,1902,,,246,,,
,,4.99,,,,,,,1902,,,246,,,
,,1.99,,,,,,,1902,,,246,,,
,,2.99,,,,,,,1902,,,246,,,
,,1.99,,,,,,,1903,,,246,,,
,,0.99,,,,,,,1903,,,246,,,
,,4.99,,,,,,,1903,,,246,,,
,,7.99,,,,,,,1904,,,246,,,
,,4.99,,,,,,,1904,,,246,,,
,,2.99,,,,,,,1904,,,246,,,
,,0.99,,,,,,,1905,,,246,,,
,,4.99,,,,,,,1905,,,246,,,
,,5.99,,,,,,,1905,,,246,,,
,,4.99,,,,,,,1905,,,246,,,
,,2.99,,,,,,,1905,,,246,,,
,,5.99,,,,,,,1906,,,246,,,
,,6.99,,,,,,,1906,,,246,,,
,,4.99,,,,,,,1906,,,246,,,
,,6.99,,,,,,,1906,,,246,,,
,,2.99,,,,,,,1907,,,246,,,
,,4.99,,,,,,,1907,,,247,,,
,,3.99,,,,,,,1907,,,247,,,
,,6.99,,,,,,,1907,,,247,,,
,,5.99,,,,,,,1908,,,247,,,
,,2.99,,,,,,,1908,,,247,,,
,,6.99,,,,,,,1909,,,247,,,
,,2.99,,,,,,,1909,,,247,,,
,,2.99,,,,,,,1909,,,247,,,
,,6.99,,,,,,,1910,,,247,,,
,,4.99,,,,,,,1910,,,247,,,
,,5.99,,,,,,,1910,,,247,,,
,,1.99,,,,,,,1910,,,247,,,
,,6.99,,,,,,,1911,,,247,,,
,,2.99,,,,,,,1911,,,247,,,
,,2.99,,,,,,,1911,,,247,,,
,,0.99,,,,,,,1911,,,247,,,
,,4.99,,,,,,,1912,,,247,,,
,,7.99,,,,,,,1912,,,247,,,
,,4.99,,,,,,,1913,,,247,,,
,,4.99,,,,,,,1913,,,247,,,
,,4.99,,,,,,,1913,,,247,,,
,,4.99,,,,,,,1913,,,247,,,
,,7.99,,,,,,,1913,,,248,,,
,,4.99,,,,,,,1914,,,248,,,
,,3.99,,,,,,,1914,,,248,,,
,,0.99,,,,,,,1914,,,248,,,
,,0.99,,,,,,,1914,,,248,,,
,,4.99,,,,,,,1914,,,248,,,
,,0.99,,,,,,,1915,,,248,,,
,,2.99,,,,,,,1915,,,248,,,
,,2.99,,,,,,,1915,,,248,,,
,,5.99,,,,,,,1916,,,248,,,
,,4.99,,,,,,,1916,,,248,,,
,,0.99,,,,,,,1917,,,248,,,
,,0.99,,,,,,,1917,,,248,,,
,,0.99,,,,,,,1917,,,248,,,
,,5.99,,,,,,,1918,,,248,,,
,,4.99,,,,,,,1918,,,249,,,
,,2.99,,,,,,,1919,,,249,,,
,,6.99,,,,,,,1919,,,249,,,
,,3.99,,,,,,,1919,,,249,,,
,,0.99,,,,,,,1919,,,249,,,
,,5.99,,,,,,,1919,,,249,,,
,,2.99,,,,,,,1920,,,249,,,
,,1.99,,,,,,,1920,,,249,,,
,,7.99,,,,,,,1920,,,249,,,
,,9.99,,,,,,,1920,,,249,,,
,,4.99,,,,,,,1920,,,249,,,
,,4.99,,,,,,,1921,,,249,,,
,,3.99,,,,,,,1921,,,249,,,
,,7.99,,,,,,,1921,,,249,,,
,,7.99,,,,,,,1921,,,249,,,
,,2.99,,,,,,,1921,,,249,,,
,,4.99,,,,,,,1922,,,249,,,
,,1.99,,,,,,,1922,,,249,,,
,,4.99,,,,,,,1922,,,249,,,
,,0.99,,,,,,,1922,,,249,,,
,,4.99,,,,,,,1922,,,249,,,
,,0.99,,,,,,,1923,,,249,,,
,,6.99,,,,,,,1923,,,249,,,
,,5.99,,,,,,,1923,,,250,,,
,,3.99,,,,,,,1923,,,250,,,
,,4.99,,,,,,,1924,,,250,,,
,,0.99,,,,,,,1924,,,250,,,
,,2.99,,,,,,,1925,,,250,,,
,,4.99,,,,,,,1925,,,250,,,
,,4.99,,,,,,,1925,,,250,,,
,,3.99,,,,,,,1925,,,250,,,
,,2.99,,,,,,,1925,,,250,,,
,,0.99,,,,,,,1926,,,250,,,
,,2.99,,,,,,,1926,,,250,,,
,,2.99,,,,,,,1926,,,250,,,
,,0.99,,,,,,,1926,,,250,,,
,,4.99,,,,,,,1927,,,250,,,
,,0.99,,,,,,,1927,,,250,,,
,,0.99,,,,,,,1928,,,250,,,
,,4.99,,,,,,,1928,,,250,,,
,,5.99,,,,,,,1928,,,250,,,
,,4.99,,,,,,,1928,,,250,,,
,,6.99,,,,,,,1928,,,250,,,
,,2.99,,,,,,,1929,,,251,,,
,,1.99,,,,,,,1929,,,251,,,
,,2.99,,,,,,,1929,,,251,,,
,,3.99,,,,,,,1929,,,251,,,
,,4.99,,,,,,,1930,,,251,,,
,,2.99,,,,,,,1930,,,251,,,
,,6.99,,,,,,,1930,,,251,,,
,,7.99,,,,,,,1930,,,251,,,
,,2.99,,,,,,,1930,,,251,,,
,,4.99,,,,,,,1931,,,251,,,
,,3.99,,,,,,,1931,,,251,,,
,,2.99,,,,,,,1932,,,251,,,
,,2.99,,,,,,,1932,,,251,,,
,,2.99,,,,,,,1932,,,251,,,
,,6.99,,,,,,,1933,,,251,,,
,,8.99,,,,,,,1933,,,251,,,
,,2.99,,,,,,,1934,,,251,,,
,,0.99,,,,,,,1934,,,251,,,
,,2.99,,,,,,,1934,,,251,,,
,,0.99,,,,,,,1934,,,251,,,
,,7.99,,,,,,,1935,,,251,,,
,,0.99,,,,,,,1935,,,251,,,
,,3.99,,,,,,,1935,,,251,,,
,,4.99,,,,,,,1935,,,251,,,
,,2.99,,,,,,,1936,,,251,,,
,,2.99,,,,,,,1936,,,251,,,
,,6.99,,,,,,,1936,,,251,,,
,,0.99,,,,,,,1936,,,251,,,
,,2.99,,,,,,,1937,,,251,,,
,,4.99,,,,,,,1937,,,251,,,
,,0.99,,,,,,,1937,,,251,,,
,,4.99,,,,,,,1938,,,252,,,
,,0.99,,,,,,,1938,,,252,,,
,,5.99,,,,,,,1938,,,252,,,
,,4.99,,,,,,,1938,,,252,,,
,,0.99,,,,,,,1939,,,252,,,
,,0.99,,,,,,,1939,,,252,,,
,,2.99,,,,,,,1939,,,252,,,
,,0.99,,,,,,,1939,,,252,,,
,,0.99,,,,,,,1940,,,252,,,
,,4.99,,,,,,,1940,,,252,,,
,,0.99,,,,,,,1940,,,252,,,
,,0.99,,,,,,,1940,,,252,,,
,,0.99,,,,,,,1940,,,252,,,
,,5.99,,,,,,,1941,,,252,,,
,,0.99,,,,,,,1941,,,252,,,
,,0.99,,,,,,,1941,,,252,,,
,,2.99,,,,,,,1941,,,252,,,
,,0.99,,,,,,,1941,,,252,,,
,,4.99,,,,,,,1942,,,252,,,
,,5.99,,,,,,,1942,,,252,,,
,,4.99,,,,,,,1942,,,252,,,
,,4.99,,,,,,,1943,,,252,,,
,,6.99,,,,,,,1943,,,253,,,
,,0.99,,,,,,,1943,,,253,,,
,,2.99,,,,,,,1943,,,253,,,
,,1.99,,,,,,,1944,,,253,,,
,,6.99,,,,,,,1944,,,253,,,
,,5.99,,,,,,,1944,,,253,,,
,,4.99,,,,,,,1945,,,253,,,
,,4.99,,,,,,,1945,,,253,,,
,,4.99,,,,,,,1945,,,253,,,
,,7.99,,,,,,,1946,,,253,,,
,,2.99,,,,,,,1946,,,253,,,
,,4.99,,,,,,,1946,,,253,,,
,,2.99,,,,,,,1946,,,253,,,
,,0.99,,,,,,,1946,,,253,,,
,,2.99,,,,,,,1947,,,253,,,
,,2.99,,,,,,,1947,,,253,,,
,,0.99,,,,,,,1947,,,253,,,
,,6.99,,,,,,,1948,,,253,,,
,,4.99,,,,,,,1948,,,253,,,
,,2.99,,,,,,,1948,,,253,,,
,,6.99,,,,,,,1949,,,253,,,
,,0.99,,,,,,,1949,,,253,,,
,,5.99,,,,,,,1950,,,253,,,
,,5.99,,,,,,,1950,,,253,,,
,,3.99,,,,,,,1950,,,253,,,
,,4.99,,,,,,,1950,,,253,,,
,,7.99,,,,,,,1951,,,253,,,
,,4.99,,,,,,,1951,,,253,,,
,,2.99,,,,,,,1951,,,253,,,
,,2.99,,,,,,,1951,,,254,,,
,,5.99,,,,,,,1951,,,254,,,
,,2.99,,,,,,,1952,,,254,,,
,,0.99,,,,,,,1952,,,254,,,
,,2.99,,,,,,,1952,,,254,,,
,,2.99,,,,,,,1952,,,254,,,
,,3.99,,,,,,,1953,,,254,,,
,,4.99,,,,,,,1953,,,254,,,
,,2.99,,,,,,,1953,,,254,,,
,,3.99,,,,,,,1953,,,254,,,
,,2.99,,,,,,,1954,,,254,,,
,,0.99,,,,,,,1954,,,254,,,
,,5.99,,,,,,,1954,,,254,,,
,,7.99,,,,,,,1954,,,254,,,
,,4.99,,,,,,,1954,,,254,,,
,,0.99,,,,,,,1955,,,254,,,
,,4.99,,,,,,,1955,,,254,,,
,,7.99,,,,,,,1955,,,254,,,
,,4.99,,,,,,,1955,,,254,,,
,,1.99,,,,,,,1955,,,254,,,
,,4.99,,,,,,,1956,,,254,,,
,,0.99,,,,,,,1956,,,254,,,
,,6.99,,,,,,,1956,,,254,,,
,,0.99,,,,,,,1956,,,254,,,
,,0.99,,,,,,,1957,,,254,,,
,,2.99,,,,,,,1957,,,254,,,
,,0.99,,,,,,,1957,,,254,,,
,,4.99,,,,,,,1957,,,254,,,
,,4.99,,,,,,,1958,,,254,,,
,,2.99,,,,,,,1958,,,254,,,
,,4.99,,,,,,,1958,,,254,,,
,,0.99,,,,,,,1958,,,254,,,
,,2.99,,,,,,,1959,,,255,,,
,,6.99,,,,,,,1959,,,255,,,
,,2.99,,,,,,,1959,,,255,,,
,,2.99,,,,,,,1959,,,255,,,
,,0.99,,,,,,,1960,,,255,,,
,,1.99,,,,,,,1960,,,255,,,
,,0.99,,,,,,,1960,,,255,,,
,,8.99,,,,,,,1960,,,255,,,
,,2.99,,,,,,,1961,,,255,,,
,,0.99,,,,,,,1961,,,255,,,
,,6.99,,,,,,,1961,,,255,,,
,,4.99,,,,,,,1961,,,255,,,
,,7.99,,,,,,,1962,,,255,,,
,,2.99,,,,,,,1962,,,255,,,
,,0.99,,,,,,,1962,,,255,,,
,,0.99,,,,,,,1962,,,255,,,
,,8.99,,,,,,,1962,,,255,,,
,,3.99,,,,,,,1963,,,255,,,
,,4.99,,,,,,,1963,,,256,,,
,,0.99,,,,,,,1963,,,256,,,
,,4.99,,,,,,,1963,,,256,,,
,,2.99,,,,,,,1964,,,256,,,
,,0.99,,,,,,,1964,,,256,,,
,,2.99,,,,,,,1964,,,256,,,
,,0.99,,,,,,,1965,,,256,,,
,,4.99,,,,,,,1965,,,256,,,
,,4.99,,,,,,,1966,,,256,,,
,,6.99,,,,,,,1966,,,256,,,
,,4.99,,,,,,,1966,,,256,,,
,,4.99,,,,,,,1966,,,256,,,
,,0.99,,,,,,,1966,,,256,,,
,,0.99,,,,,,,1967,,,256,,,
,,2.99,,,,,,,1967,,,256,,,
,,0.99,,,,,,,1967,,,256,,,
,,3.99,,,,,,,1968,,,256,,,
,,2.99,,,,,,,1968,,,256,,,
,,4.99,,,,,,,1969,,,256,,,
,,2.99,,,,,,,1969,,,256,,,
,,8.99,,,,,,,1970,,,256,,,
,,0.99,,,,,,,1970,,,256,,,
,,0.99,,,,,,,1970,,,256,,,
,,6.99,,,,,,,1970,,,256,,,
,,4.99,,,,,,,1970,,,256,,,
,,2.99,,,,,,,1971,,,256,,,
,,3.99,,,,,,,1971,,,256,,,
,,2.99,,,,,,,1972,,,256,,,
,,4.99,,,,,,,1972,,,256,,,
,,7.99,,,,,,,1972,,,256,,,
,,2.99,,,,,,,1973,,,257,,,
,,2.99,,,,,,,1973,,,257,,,
,,2.99,,,,,,,1973,,,257,,,
,,0.99,,,,,,,1974,,,257,,,
,,4.99,,,,,,,1974,,,257,,,
,,6.99,,,,,,,1974,,,257,,,
,,4.99,,,,,,,1975,,,257,,,
,,6.99,,,,,,,1975,,,257,,,
,,4.99,,,,,,,1975,,,257,,,
,,5.99,,,,,,,1975,,,257,,,
,,5.99,,,,,,,1976,,,257,,,
,,4.99,,,,,,,1976,,,257,,,
,,2.99,,,,,,,1976,,,257,,,
,,1.99,,,,,,,1976,,,257,,,
,,2.99,,,,,,,1977,,,257,,,
,,5.99,,,,,,,1977,,,257,,,
,,3.99,,,,,,,1978,,,257,,,
,,2.99,,,,,,,1978,,,257,,,
,,4.99,,,,,,,1979,,,257,,,
,,4.99,,,,,,,1979,,,257,,,
,,6.99,,,,,,,1979,,,257,,,
,,4.99,,,,,,,1979,,,257,,,
,,4.99,,,,,,,1980,,,257,,,
,,4.99,,,,,,,1980,,,257,,,
,,0.99,,,,,,,1980,,,257,,,
,,6.99,,,,,,,1981,,,257,,,
,,1.99,,,,,,,1981,,,257,,,
,,2.99,,,,,,,1982,,,257,,,
,,5.99,,,,,,,1982,,,257,,,
,,7.99,,,,,,,1982,,,257,,,
,,0.99,,,,,,,1982,,,257,,,
,,2.99,,,,,,,1983,,,257,,,
,,5.99,,,,,,,1983,,,257,,,
,,0.99,,,,,,,1983,,,257,,,
,,0.99,,,,,,,1983,,,257,,,
,,2.99,,,,,,,1983,,,257,,,
,,0.99,,,,,,,1984,,,257,,,
,,2.99,,,,,,,1984,,,258,,,
,,0.99,,,,,,,1984,,,258,,,
,,8.99,,,,,,,1984,,,258,,,
,,2.99,,,,,,,1985,,,258,,,
,,5.99,,,,,,,1985,,,258,,,
,,0.99,,,,,,,1985,,,258,,,
,,5.99,,,,,,,1985,,,258,,,
,,0.99,,,,,,,1986,,,258,,,
,,9.99,,,,,,,1986,,,258,,,
,,4.99,,,,,,,1986,,,258,,,
,,2.99,,,,,,,1986,,,258,,,
,,4.99,,,,,,,1986,,,258,,,
,,4.99,,,,,,,1987,,,258,,,
,,1.99,,,,,,,1987,,,258,,,
,,4.99,,,,,,,1987,,,258,,,
,,5.99,,,,,,,1987,,,258,,,
,,6.99,,,,,,,1988,,,258,,,
,,0.99,,,,,,,1988,,,258,,,
,,5.99,,,,,,,1988,,,258,,,
,,3.99,,,,,,,1989,,,258,,,
,,4.99,,,,,,,1989,,,258,,,
,,6.99,,,,,,,1989,,,258,,,
,,2.99,,,,,,,1989,,,258,,,
,,6.99,,,,,,,1990,,,258,,,
,,6.99,,,,,,,1990,,,259,,,
,,2.99,,,,,,,1991,,,259,,,
,,5.99,,,,,,,1991,,,259,,,
,,7.99,,,,,,,1991,,,259,,,
,,7.99,,,,,,,1992,,,259,,,
,,2.99,,,,,,,1992,,,259,,,
,,5.99,,,,,,,1992,,,259,,,
,,5.99,,,,,,,1993,,,259,,,
,,4.99,,,,,,,1993,,,259,,,
,,0.99,,,,,,,1993,,,259,,,
,,3.99,,,,,,,1993,,,259,,,
,,2.99,,,,,,,1993,,,259,,,
,,7.99,,,,,,,1994,,,259,,,
,,4.99,,,,,,,1994,,,259,,,
,,6.99,,,,,,,1994,,,259,,,
,,6.99,,,,,,,1994,,,259,,,
,,7.99,,,,,,,1995,,,259,,,
,,3.99,,,,,,,1995,,,259,,,
,,2.99,,,,,,,1995,,,259,,,
,,3.99,,,,,,,1995,,,259,,,
,,6.99,,,,,,,1995,,,259,,,
,,4.99,,,,,,,1996,,,259,,,
,,2.99,,,,,,,1996,,,259,,,
,,4.99,,,,,,,1997,,,259,,,
,,5.99,,,,,,,1997,,,259,,,
,,4.99,,,,,,,1997,,,259,,,
,,6.99,,,,,,,1998,,,259,,,
,,4.99,,,,,,,1998,,,259,,,
,,2.99,,,,,,,1998,,,259,,,
,,10.99,,,,,,,1998,,,259,,,
,,2.99,,,,,,,1999,,,259,,,
,,1.99,,,,,,,1999,,,259,,,
,,2.99,,,,,,,1999,,,259,,,
,,8.99,,,,,,,1999,,,260,,,
,,3.99,,,,,,,1999,,,260,,,
,,2.99,,,,,,,2000,,,260,,,
,,2.99,,,,,,,2000,,,260,,,
,,10.99,,,,,,,2001,,,260,,,
,,0.99,,,,,,,2001,,,260,,,
,,7.99,,,,,,,2001,,,260,,,
,,3.99,,,,,,,2001,,,260,,,
,,0.99,,,,,,,2001,,,260,,,
,,0.99,,,,,,,2002,,,260,,,
,,6.99,,,,,,,2002,,,260,,,
,,2.99,,,,,,,2003,,,260,,,
,,2.99,,,,,,,2003,,,260,,,
,,0.99,,,,,,,2003,,,260,,,
,,1.99,,,,,,,2003,,,260,,,
,,7.99,,,,,,,2004,,,260,,,
,,1.99,,,,,,,2004,,,260,,,
,,2.99,,,,,,,2005,,,260,,,
,,0.99,,,,,,,2005,,,260,,,
,,0.99,,,,,,,2005,,,260,,,
